Ride_ID,Timestamp,Month,Pickup_Location,Dropoff_Location,Fare_NPR,Payment_Method,Weather,Is_Peak_Hour,Is_Bottleneck_Zone,Driver_Rating,Ride_Status
13090,8/10/2026 18:16,August,Thamel,Koteshwor,576,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
13091,8/30/2026 8:53,August,Bhaktapur-Suryabinayak,Putalisadak,275,Khalti,Heavy Monsoon Rain,0,0,,Canceled
13092,7/27/2026 7:40,July,Bhaktapur-Suryabinayak,Chabahil,464,Cash,Heavy Monsoon Rain,0,1,4.1,Completed
13093,7/6/2026 18:33,July,Balaju,Putalisadak,226,Cash,Heavy Monsoon Rain,1,0,4.3,Completed
13094,6/21/2026 23:39,June,Putalisadak,Lalitpur-Jhamsikhel,185,Fonepay,Cloudy,0,0,4,Completed
13095,7/15/2026 19:03,July,Lalitpur-Jhamsikhel,Thamel,297,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
13096,7/14/2026 22:22,July,Putalisadak,Koteshwor,408,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13097,6/19/2026 11:55,June,Bhaktapur-Suryabinayak,Putalisadak,258,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
13098,6/19/2026 21:18,June,Kalanki,Chabahil,376,Fonepay,Clear,0,1,,Canceled
13099,6/15/2026 8:01,June,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,501,Cash,Heavy Monsoon Rain,0,0,,Canceled
13100,7/1/2026 2:14,July,Thamel,Kalanki,407,Fonepay,Heavy Monsoon Rain,0,1,5,Completed
13101,7/24/2026 22:35,July,Kalanki,Bhaktapur-Suryabinayak,243,Esewa,Cloudy,0,1,4.5,Completed
13102,7/3/2026 16:38,July,Thamel,Lalitpur-Jhamsikhel,457,Khalti,Heavy Monsoon Rain,1,0,,Canceled
13103,7/18/2026 20:44,July,Bhaktapur-Suryabinayak,Thamel,225,Cash,Heavy Monsoon Rain,0,0,4.9,Completed
13104,8/24/2026 14:10,August,Balaju,Lalitpur-Jhamsikhel,319,Khalti,Heavy Monsoon Rain,0,0,,Canceled
13105,8/13/2026 23:56,August,Balaju,Chabahil,374,Khalti,Clear,0,1,,Canceled
13106,6/28/2026 13:17,June,Koteshwor,Thamel,456,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13107,7/7/2026 21:00,July,Koteshwor,Bhaktapur-Suryabinayak,179,Cash,Heavy Monsoon Rain,0,1,3.6,Completed
13108,6/22/2026 18:01,June,Kalanki,Chabahil,227,Cash,Heavy Monsoon Rain,1,1,4.2,Completed
13109,7/24/2026 20:58,July,Thamel,Lalitpur-Jhamsikhel,168,Esewa,Heavy Monsoon Rain,0,0,5,Completed
13110,6/1/2026 10:06,June,Kalanki,Bhaktapur-Suryabinayak,278,Fonepay,Cloudy,1,1,,Canceled
13111,8/7/2026 5:06,August,Chabahil,Putalisadak,263,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13112,8/11/2026 11:22,August,Chabahil,Putalisadak,316,Cash,Heavy Monsoon Rain,1,1,,Canceled
13113,8/15/2026 16:04,August,Thamel,Chabahil,321,Fonepay,Cloudy,1,1,3.9,Completed
13114,8/7/2026 4:34,August,Bhaktapur-Suryabinayak,Chabahil,468,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13115,8/1/2026 19:24,August,Thamel,Putalisadak,341,Cash,Heavy Monsoon Rain,1,0,4.9,Completed
13116,7/16/2026 18:33,July,Putalisadak,Kalanki,251,Cash,Heavy Monsoon Rain,1,1,,Canceled
13117,6/1/2026 0:17,June,Putalisadak,Lalitpur-Jhamsikhel,424,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
13118,6/19/2026 22:19,June,Koteshwor,Putalisadak,207,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13119,7/29/2026 13:22,July,Chabahil,Putalisadak,223,Fonepay,Clear,0,1,,Canceled
13120,7/11/2026 15:02,July,Koteshwor,Bhaktapur-Suryabinayak,334,Cash,Clear,0,1,,Canceled
13121,7/11/2026 1:36,July,Chabahil,Bhaktapur-Suryabinayak,326,Cash,Cloudy,0,1,4.8,Completed
13122,7/15/2026 3:22,July,Chabahil,Lalitpur-Jhamsikhel,168,Cash,Clear,0,1,4.5,Completed
13123,8/29/2026 15:17,August,Kalanki,Putalisadak,194,Cash,Clear,0,1,4.9,Completed
13124,7/25/2026 20:49,July,Balaju,Thamel,263,Khalti,Heavy Monsoon Rain,0,0,,Canceled
13125,7/5/2026 19:45,July,Bhaktapur-Suryabinayak,Chabahil,430,Esewa,Clear,1,1,4.2,Completed
13126,8/14/2026 4:51,August,Chabahil,Balaju,352,Khalti,Clear,0,1,,Canceled
13127,8/9/2026 4:10,August,Koteshwor,Putalisadak,267,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13128,7/15/2026 17:33,July,Kalanki,Balaju,425,Esewa,Cloudy,1,1,3.6,Completed
13129,6/17/2026 18:47,June,Chabahil,Balaju,204,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13130,7/25/2026 21:23,July,Thamel,Putalisadak,450,Esewa,Heavy Monsoon Rain,0,0,3.7,Completed
13131,8/29/2026 2:07,August,Chabahil,Koteshwor,277,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13132,8/4/2026 2:16,August,Kalanki,Chabahil,220,Fonepay,Cloudy,0,1,,Canceled
13133,7/14/2026 23:32,July,Balaju,Chabahil,380,Esewa,Heavy Monsoon Rain,0,1,4.6,Completed
13134,6/16/2026 20:08,June,Lalitpur-Jhamsikhel,Kalanki,246,Khalti,Clear,0,1,4.3,Completed
13135,6/24/2026 22:33,June,Thamel,Koteshwor,159,Khalti,Clear,0,1,,Canceled
13136,6/11/2026 11:34,June,Chabahil,Lalitpur-Jhamsikhel,260,Cash,Clear,1,1,3.9,Completed
13137,8/29/2026 23:59,August,Bhaktapur-Suryabinayak,Koteshwor,209,Khalti,Cloudy,0,1,3.8,Completed
13138,7/7/2026 13:51,July,Thamel,Putalisadak,289,Fonepay,Heavy Monsoon Rain,0,0,3.6,Completed
13139,6/10/2026 19:48,June,Lalitpur-Jhamsikhel,Thamel,261,Cash,Heavy Monsoon Rain,1,0,,Canceled
13140,6/10/2026 15:55,June,Chabahil,Putalisadak,441,Fonepay,Heavy Monsoon Rain,0,1,3.8,Completed
13141,8/21/2026 2:45,August,Kalanki,Putalisadak,197,Cash,Heavy Monsoon Rain,0,1,4.2,Completed
13142,7/26/2026 4:15,July,Balaju,Lalitpur-Jhamsikhel,415,Khalti,Heavy Monsoon Rain,0,0,4.1,Completed
13143,6/15/2026 5:13,June,Kalanki,Koteshwor,374,Esewa,Clear,0,1,,Canceled
13144,7/10/2026 7:02,July,Chabahil,Kalanki,187,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13145,7/26/2026 12:15,July,Chabahil,Putalisadak,351,Esewa,Cloudy,0,1,,Canceled
13146,6/30/2026 18:23,June,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,336,Fonepay,Heavy Monsoon Rain,1,0,4.3,Completed
13147,7/19/2026 9:44,July,Putalisadak,Chabahil,312,Cash,Heavy Monsoon Rain,1,1,,Canceled
13148,7/20/2026 13:15,July,Kalanki,Thamel,529,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13149,8/22/2026 7:49,August,Chabahil,Bhaktapur-Suryabinayak,334,Fonepay,Heavy Monsoon Rain,0,1,3.8,Completed
13150,8/1/2026 15:31,August,Thamel,Lalitpur-Jhamsikhel,337,Khalti,Heavy Monsoon Rain,0,0,3.8,Completed
13151,8/29/2026 8:25,August,Koteshwor,Lalitpur-Jhamsikhel,295,Khalti,Cloudy,0,1,,Canceled
13152,7/31/2026 19:20,July,Balaju,Bhaktapur-Suryabinayak,409,Cash,Clear,1,0,4.1,Completed
13153,8/23/2026 12:24,August,Kalanki,Bhaktapur-Suryabinayak,301,Esewa,Clear,0,1,4.8,Completed
13154,6/4/2026 15:23,June,Putalisadak,Thamel,320,Fonepay,Clear,0,0,,Canceled
13155,6/23/2026 7:12,June,Lalitpur-Jhamsikhel,Kalanki,156,Cash,Clear,0,1,5,Completed
13156,8/13/2026 11:34,August,Kalanki,Putalisadak,401,Khalti,Clear,1,1,,Canceled
13157,7/24/2026 21:26,July,Kalanki,Chabahil,473,Khalti,Heavy Monsoon Rain,0,1,4.6,Completed
13158,6/25/2026 21:35,June,Kalanki,Chabahil,399,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13159,7/18/2026 15:35,July,Koteshwor,Lalitpur-Jhamsikhel,456,Khalti,Heavy Monsoon Rain,0,1,3.8,Completed
13160,8/25/2026 19:22,August,Koteshwor,Thamel,600,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13161,7/10/2026 14:58,July,Kalanki,Putalisadak,224,Fonepay,Cloudy,0,1,4.2,Completed
13162,7/22/2026 21:59,July,Koteshwor,Bhaktapur-Suryabinayak,347,Cash,Heavy Monsoon Rain,0,1,3.8,Completed
13163,7/4/2026 20:41,July,Putalisadak,Koteshwor,232,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13164,7/25/2026 22:41,July,Balaju,Chabahil,365,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13165,8/7/2026 19:39,August,Bhaktapur-Suryabinayak,Balaju,412,Fonepay,Cloudy,1,0,3.6,Completed
13166,7/4/2026 16:12,July,Koteshwor,Bhaktapur-Suryabinayak,260,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
13167,6/14/2026 17:53,June,Koteshwor,Thamel,176,Khalti,Clear,1,1,5,Completed
13168,6/14/2026 17:28,June,Putalisadak,Koteshwor,341,Khalti,Cloudy,1,1,,Canceled
13169,6/3/2026 13:45,June,Kalanki,Putalisadak,389,Fonepay,Heavy Monsoon Rain,0,1,4.2,Completed
13170,8/15/2026 4:41,August,Chabahil,Koteshwor,315,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13171,6/3/2026 20:50,June,Koteshwor,Lalitpur-Jhamsikhel,212,Fonepay,Cloudy,0,1,,Canceled
13172,8/31/2026 19:52,August,Thamel,Putalisadak,510,Cash,Heavy Monsoon Rain,1,0,4.7,Completed
13173,7/15/2026 7:10,July,Balaju,Thamel,362,Esewa,Cloudy,0,0,3.5,Completed
13174,7/18/2026 21:51,July,Kalanki,Balaju,358,Fonepay,Cloudy,0,1,,Canceled
13175,6/12/2026 17:04,June,Putalisadak,Koteshwor,615,Khalti,Heavy Monsoon Rain,1,1,4.1,Completed
13176,8/27/2026 10:45,August,Kalanki,Thamel,435,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
13177,8/16/2026 20:30,August,Bhaktapur-Suryabinayak,Thamel,268,Khalti,Cloudy,0,0,4,Completed
13178,6/8/2026 3:40,June,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,411,Khalti,Heavy Monsoon Rain,0,0,4,Completed
13179,7/3/2026 10:59,July,Putalisadak,Koteshwor,271,Fonepay,Cloudy,1,1,4.7,Completed
13180,7/29/2026 18:06,July,Lalitpur-Jhamsikhel,Putalisadak,294,Cash,Heavy Monsoon Rain,1,0,4.7,Completed
13181,8/22/2026 12:16,August,Thamel,Putalisadak,360,Khalti,Cloudy,0,0,3.6,Completed
13182,6/10/2026 15:00,June,Chabahil,Bhaktapur-Suryabinayak,295,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13183,8/3/2026 4:03,August,Chabahil,Bhaktapur-Suryabinayak,303,Khalti,Cloudy,0,1,,Canceled
13184,7/14/2026 21:18,July,Putalisadak,Lalitpur-Jhamsikhel,291,Esewa,Heavy Monsoon Rain,0,0,4.1,Completed
13185,7/4/2026 4:17,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,350,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
13186,6/13/2026 23:28,June,Bhaktapur-Suryabinayak,Thamel,230,Fonepay,Clear,0,0,3.6,Completed
13187,8/18/2026 12:04,August,Chabahil,Putalisadak,264,Esewa,Cloudy,0,1,3.9,Completed
13188,7/20/2026 11:59,July,Bhaktapur-Suryabinayak,Kalanki,299,Esewa,Cloudy,1,1,4.2,Completed
13189,7/2/2026 9:08,July,Thamel,Bhaktapur-Suryabinayak,379,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
13190,8/9/2026 19:09,August,Bhaktapur-Suryabinayak,Thamel,423,Khalti,Heavy Monsoon Rain,1,0,4.1,Completed
13191,8/31/2026 6:30,August,Putalisadak,Bhaktapur-Suryabinayak,361,Fonepay,Cloudy,0,0,3.9,Completed
13192,8/22/2026 4:40,August,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,309,Khalti,Heavy Monsoon Rain,0,0,4.2,Completed
13193,7/2/2026 23:23,July,Koteshwor,Balaju,299,Cash,Cloudy,0,1,5,Completed
13194,8/4/2026 0:56,August,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,371,Khalti,Cloudy,0,0,4.1,Completed
13195,7/20/2026 20:10,July,Balaju,Koteshwor,260,Esewa,Heavy Monsoon Rain,0,1,3.9,Completed
13196,8/9/2026 13:12,August,Bhaktapur-Suryabinayak,Putalisadak,296,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
13197,6/15/2026 13:54,June,Thamel,Koteshwor,304,Esewa,Cloudy,0,1,,Canceled
13198,8/25/2026 20:51,August,Thamel,Lalitpur-Jhamsikhel,358,Cash,Heavy Monsoon Rain,0,0,3.8,Completed
13199,7/21/2026 19:47,July,Bhaktapur-Suryabinayak,Koteshwor,571,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13200,8/5/2026 17:55,August,Chabahil,Thamel,280,Cash,Heavy Monsoon Rain,1,1,,Canceled
13201,8/17/2026 8:40,August,Koteshwor,Chabahil,285,Fonepay,Cloudy,0,1,4.6,Completed
13202,7/29/2026 0:15,July,Lalitpur-Jhamsikhel,Putalisadak,229,Fonepay,Heavy Monsoon Rain,0,0,4.4,Completed
13203,6/24/2026 12:44,June,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,378,Fonepay,Cloudy,0,0,,Canceled
13204,6/21/2026 2:29,June,Lalitpur-Jhamsikhel,Balaju,357,Khalti,Heavy Monsoon Rain,0,0,,Canceled
13205,7/16/2026 19:41,July,Putalisadak,Thamel,312,Fonepay,Heavy Monsoon Rain,1,0,,Canceled
13206,6/13/2026 3:08,June,Koteshwor,Bhaktapur-Suryabinayak,154,Esewa,Cloudy,0,1,4.3,Completed
13207,6/24/2026 23:56,June,Kalanki,Koteshwor,176,Cash,Heavy Monsoon Rain,0,1,3.7,Completed
13208,6/24/2026 14:07,June,Chabahil,Koteshwor,275,Cash,Cloudy,0,1,3.9,Completed
13209,8/2/2026 11:01,August,Balaju,Chabahil,334,Cash,Clear,1,1,,Canceled
13210,7/22/2026 2:45,July,Chabahil,Putalisadak,348,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13211,8/3/2026 3:17,August,Koteshwor,Kalanki,373,Esewa,Cloudy,0,1,3.8,Completed
13212,8/18/2026 20:48,August,Putalisadak,Bhaktapur-Suryabinayak,294,Khalti,Cloudy,0,0,3.6,Completed
13213,8/3/2026 13:05,August,Lalitpur-Jhamsikhel,Thamel,237,Cash,Heavy Monsoon Rain,0,0,4.2,Completed
13214,7/30/2026 12:58,July,Putalisadak,Lalitpur-Jhamsikhel,225,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
13215,6/15/2026 0:39,June,Thamel,Putalisadak,217,Esewa,Clear,0,0,4.4,Completed
13216,6/20/2026 14:13,June,Putalisadak,Thamel,169,Khalti,Cloudy,0,0,3.8,Completed
13217,8/31/2026 8:49,August,Bhaktapur-Suryabinayak,Kalanki,352,Khalti,Cloudy,0,1,3.9,Completed
13218,7/6/2026 4:52,July,Lalitpur-Jhamsikhel,Koteshwor,484,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13219,7/1/2026 18:00,July,Kalanki,Lalitpur-Jhamsikhel,385,Cash,Heavy Monsoon Rain,1,1,,Canceled
13220,7/24/2026 22:20,July,Koteshwor,Putalisadak,477,Cash,Heavy Monsoon Rain,0,1,,Canceled
13221,6/14/2026 16:13,June,Bhaktapur-Suryabinayak,Balaju,428,Khalti,Heavy Monsoon Rain,1,0,4.4,Completed
13222,7/26/2026 18:45,July,Lalitpur-Jhamsikhel,Chabahil,300,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13223,6/1/2026 15:54,June,Chabahil,Balaju,424,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13224,8/17/2026 10:20,August,Koteshwor,Kalanki,346,Esewa,Heavy Monsoon Rain,1,1,4,Completed
13225,7/3/2026 20:45,July,Bhaktapur-Suryabinayak,Thamel,205,Cash,Cloudy,0,0,,Canceled
13226,8/3/2026 21:35,August,Chabahil,Putalisadak,177,Fonepay,Cloudy,0,1,4,Completed
13227,7/19/2026 4:10,July,Chabahil,Putalisadak,292,Khalti,Heavy Monsoon Rain,0,1,4.3,Completed
13228,6/26/2026 3:41,June,Kalanki,Balaju,473,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13229,6/16/2026 14:22,June,Chabahil,Lalitpur-Jhamsikhel,231,Khalti,Clear,0,1,4.3,Completed
13230,8/20/2026 21:28,August,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,180,Fonepay,Clear,0,0,4.3,Completed
13231,8/15/2026 12:24,August,Balaju,Putalisadak,344,Fonepay,Cloudy,0,0,3.7,Completed
13232,7/12/2026 0:42,July,Koteshwor,Thamel,345,Esewa,Heavy Monsoon Rain,0,1,4.9,Completed
13233,8/9/2026 1:35,August,Kalanki,Thamel,159,Esewa,Cloudy,0,1,4.2,Completed
13234,7/1/2026 20:37,July,Chabahil,Putalisadak,167,Fonepay,Cloudy,0,1,,Canceled
13235,6/10/2026 16:24,June,Chabahil,Thamel,170,Fonepay,Clear,1,1,4.5,Completed
13236,6/13/2026 2:45,June,Kalanki,Putalisadak,449,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13237,7/13/2026 1:13,July,Kalanki,Lalitpur-Jhamsikhel,457,Esewa,Heavy Monsoon Rain,0,1,,Canceled
13238,8/23/2026 10:41,August,Bhaktapur-Suryabinayak,Balaju,498,Esewa,Heavy Monsoon Rain,1,0,3.6,Completed
13239,7/4/2026 22:51,July,Chabahil,Koteshwor,387,Cash,Heavy Monsoon Rain,0,1,,Canceled
13240,8/18/2026 0:00,August,Putalisadak,Thamel,243,Esewa,Cloudy,0,0,5,Completed
13241,8/31/2026 4:08,August,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,480,Cash,Heavy Monsoon Rain,0,0,,Canceled
13242,6/1/2026 4:09,June,Thamel,Balaju,372,Esewa,Clear,0,0,4.4,Completed
13243,8/14/2026 8:22,August,Kalanki,Thamel,420,Khalti,Heavy Monsoon Rain,0,1,3.7,Completed
13244,6/20/2026 4:16,June,Putalisadak,Thamel,281,Khalti,Heavy Monsoon Rain,0,0,3.7,Completed
13245,7/17/2026 21:32,July,Bhaktapur-Suryabinayak,Lalitpur-Jhamsikhel,519,Fonepay,Heavy Monsoon Rain,0,0,,Canceled
13246,7/31/2026 11:56,July,Koteshwor,Chabahil,413,Cash,Heavy Monsoon Rain,1,1,,Canceled
13247,8/26/2026 15:14,August,Chabahil,Balaju,205,Esewa,Clear,0,1,4.3,Completed
13248,6/12/2026 22:58,June,Lalitpur-Jhamsikhel,Kalanki,274,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13249,7/26/2026 16:02,July,Koteshwor,Thamel,418,Esewa,Heavy Monsoon Rain,1,1,4.9,Completed
13250,7/12/2026 10:49,July,Kalanki,Lalitpur-Jhamsikhel,572,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13251,8/20/2026 20:20,August,Lalitpur-Jhamsikhel,Kalanki,179,Esewa,Cloudy,0,1,,Canceled
13252,7/1/2026 21:53,July,Balaju,Kalanki,503,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13253,8/20/2026 3:07,August,Thamel,Balaju,485,Fonepay,Heavy Monsoon Rain,0,0,4.5,Completed
13254,8/26/2026 5:55,August,Thamel,Chabahil,461,Esewa,Heavy Monsoon Rain,0,1,3.7,Completed
13255,7/12/2026 14:35,July,Thamel,Koteshwor,439,Cash,Heavy Monsoon Rain,0,1,,Canceled
13256,8/7/2026 9:18,August,Bhaktapur-Suryabinayak,Balaju,371,Esewa,Clear,1,0,4,Completed
13257,6/7/2026 3:12,June,Thamel,Koteshwor,307,Cash,Clear,0,1,4.2,Completed
13258,6/27/2026 14:06,June,Lalitpur-Jhamsikhel,Kalanki,136,Fonepay,Clear,0,1,,Canceled
13259,8/2/2026 3:11,August,Balaju,Putalisadak,523,Esewa,Heavy Monsoon Rain,0,0,,Canceled
13260,6/15/2026 19:05,June,Kalanki,Koteshwor,423,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13261,8/23/2026 12:02,August,Chabahil,Balaju,177,Fonepay,Clear,0,1,4.5,Completed
13262,8/18/2026 5:28,August,Chabahil,Lalitpur-Jhamsikhel,496,Khalti,Heavy Monsoon Rain,0,1,4,Completed
13263,7/17/2026 5:39,July,Thamel,Putalisadak,370,Fonepay,Cloudy,0,0,4.1,Completed
13264,7/1/2026 6:40,July,Kalanki,Chabahil,303,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13265,6/1/2026 17:18,June,Bhaktapur-Suryabinayak,Balaju,214,Cash,Clear,1,0,3.6,Completed
13266,6/4/2026 16:47,June,Putalisadak,Bhaktapur-Suryabinayak,232,Fonepay,Clear,1,0,4.2,Completed
13267,8/18/2026 8:49,August,Chabahil,Kalanki,485,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13268,8/6/2026 2:32,August,Thamel,Koteshwor,209,Khalti,Cloudy,0,1,4,Completed
13269,8/8/2026 11:13,August,Koteshwor,Lalitpur-Jhamsikhel,439,Fonepay,Cloudy,1,1,,Canceled
13270,8/10/2026 4:56,August,Koteshwor,Thamel,329,Khalti,Cloudy,0,1,4.2,Completed
13271,8/23/2026 2:37,August,Chabahil,Kalanki,296,Cash,Heavy Monsoon Rain,0,1,,Canceled
13272,7/4/2026 16:54,July,Lalitpur-Jhamsikhel,Balaju,302,Khalti,Heavy Monsoon Rain,1,0,,Canceled
13273,7/27/2026 2:59,July,Bhaktapur-Suryabinayak,Chabahil,302,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13274,8/15/2026 12:04,August,Kalanki,Lalitpur-Jhamsikhel,215,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13275,7/11/2026 4:15,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,518,Fonepay,Heavy Monsoon Rain,0,0,4.6,Completed
13276,7/23/2026 18:38,July,Bhaktapur-Suryabinayak,Kalanki,372,Cash,Heavy Monsoon Rain,1,1,,Canceled
13277,6/24/2026 0:21,June,Bhaktapur-Suryabinayak,Koteshwor,254,Esewa,Clear,0,1,4.7,Completed
13278,8/7/2026 11:32,August,Kalanki,Thamel,605,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
13279,7/21/2026 20:18,July,Chabahil,Koteshwor,459,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13280,8/14/2026 6:36,August,Kalanki,Balaju,273,Cash,Clear,0,1,4.6,Completed
13281,6/23/2026 0:00,June,Kalanki,Bhaktapur-Suryabinayak,190,Cash,Clear,0,1,4,Completed
13282,6/30/2026 15:40,June,Chabahil,Kalanki,403,Cash,Heavy Monsoon Rain,0,1,,Canceled
13283,7/22/2026 14:46,July,Thamel,Koteshwor,467,Cash,Heavy Monsoon Rain,0,1,,Canceled
13284,7/20/2026 10:08,July,Bhaktapur-Suryabinayak,Thamel,219,Esewa,Heavy Monsoon Rain,1,0,,Canceled
13285,7/14/2026 23:53,July,Bhaktapur-Suryabinayak,Koteshwor,306,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13286,7/11/2026 7:23,July,Putalisadak,Chabahil,191,Cash,Clear,0,1,,Canceled
13287,7/25/2026 15:05,July,Bhaktapur-Suryabinayak,Koteshwor,392,Khalti,Heavy Monsoon Rain,0,1,4,Completed
13288,7/5/2026 0:18,July,Lalitpur-Jhamsikhel,Bhaktapur-Suryabinayak,512,Fonepay,Heavy Monsoon Rain,0,0,3.6,Completed
13289,6/6/2026 21:32,June,Thamel,Lalitpur-Jhamsikhel,491,Cash,Heavy Monsoon Rain,0,0,5,Completed
13290,8/27/2026 17:02,August,Lalitpur-Jhamsikhel,Kalanki,520,Esewa,Heavy Monsoon Rain,1,1,,Canceled
13291,7/25/2026 14:12,July,Bhaktapur-Suryabinayak,Balaju,382,Esewa,Heavy Monsoon Rain,0,0,5,Completed
13292,8/6/2026 17:03,August,Kalanki,Koteshwor,371,Fonepay,Cloudy,1,1,4.6,Completed
13293,8/18/2026 1:21,August,Thamel,Koteshwor,422,Cash,Heavy Monsoon Rain,0,1,4.6,Completed
13294,8/16/2026 12:12,August,Putalisadak,Kalanki,168,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13295,8/28/2026 22:08,August,Lalitpur-Jhamsikhel,Chabahil,512,Cash,Heavy Monsoon Rain,0,1,4.9,Completed
13296,8/15/2026 9:36,August,Lalitpur-Jhamsikhel,Balaju,317,Khalti,Heavy Monsoon Rain,1,0,4.3,Completed
13297,7/1/2026 23:58,July,Koteshwor,Thamel,338,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13298,8/4/2026 19:26,August,Kalanki,Koteshwor,404,Cash,Clear,1,1,3.8,Completed
13299,6/17/2026 5:28,June,Bhaktapur-Suryabinayak,Koteshwor,286,Khalti,Cloudy,0,1,4.7,Completed
13300,8/25/2026 15:22,August,Putalisadak,Thamel,387,Khalti,Heavy Monsoon Rain,0,0,4.5,Completed
13301,7/22/2026 6:10,July,Chabahil,Balaju,183,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13302,6/29/2026 4:44,June,Lalitpur-Jhamsikhel,Thamel,509,Esewa,Heavy Monsoon Rain,0,0,,Canceled
13303,8/5/2026 22:07,August,Balaju,Bhaktapur-Suryabinayak,257,Fonepay,Heavy Monsoon Rain,0,0,3.7,Completed
13304,7/21/2026 11:30,July,Koteshwor,Kalanki,272,Khalti,Heavy Monsoon Rain,1,1,4.3,Completed
13305,6/27/2026 9:47,June,Balaju,Thamel,360,Esewa,Clear,1,0,3.7,Completed
13306,7/11/2026 18:29,July,Lalitpur-Jhamsikhel,Koteshwor,357,Esewa,Heavy Monsoon Rain,1,1,3.6,Completed
13307,8/1/2026 3:43,August,Koteshwor,Kalanki,301,Khalti,Heavy Monsoon Rain,0,1,,Canceled
13308,7/2/2026 1:47,July,Koteshwor,Bhaktapur-Suryabinayak,350,Fonepay,Clear,0,1,3.7,Completed
13309,7/19/2026 1:47,July,Thamel,Putalisadak,453,Khalti,Heavy Monsoon Rain,0,0,4.7,Completed
13310,6/16/2026 14:32,June,Kalanki,Chabahil,456,Fonepay,Heavy Monsoon Rain,0,1,,Canceled
13311,8/2/2026 7:40,August,Putalisadak,Balaju,478,Fonepay,Heavy Monsoon Rain,0,0,4.4,Completed
13312,7/25/2026 19:07,July,Balaju,Lalitpur-Jhamsikhel,234,Esewa,Heavy Monsoon Rain,1,0,3.5,Completed
13313,7/29/2026 23:17,July,Bhaktapur-Suryabinayak,Koteshwor,261,Fonepay,Heavy Monsoon Rain,0,1,3.7,Completed
13314,6/12/2026 19:30,June,Lalitpur-Jhamsikhel,Kalanki,646,Fonepay,Heavy Monsoon Rain,1,1,,Canceled
13315,6/19/2026 7:04,June,Putalisadak,Chabahil,134,Fonepay,Clear,0,1,3.8,Completed
13316,8/28/2026 18:03,August,Koteshwor,Bhaktapur-Suryabinayak,204,Cash,Cloudy,1,1,4.9,Completed
